date,sunrise_setting_min,daylight_min,sunrise_rack_mm,daylight_rack_mm,carrier_output_rack_mm,expected_sunset_angle_deg,actual_sunset_angle_deg,time_kinematic_error_deg,sunrise_azimuth_deg,sunset_azimuth_deg,azimuth_mirror_error_deg
2025-11-13,60.000000000,592.488334136,7.853981634,6.216208402,7.035095018,326.244167068,326.244167068,0.000000000,113.853343384,246.146656616,0.151722432
2025-11-14,60.000000000,590.336784512,7.853981634,5.934571215,6.894276424,325.168392256,325.168392256,0.000000000,114.220373833,245.779626167,0.148325639
2025-11-15,60.000000000,588.220526788,7.853981634,5.657553727,6.755767680,324.110263394,324.110263394,0.000000000,114.580398706,245.419601294,0.144885755
2025-11-16,60.000000000,586.140872784,7.853981634,5.385327654,6.619654644,323.070436392,323.070436392,0.000000000,114.933239225,245.066760775,0.141404369
2025-11-17,60.000000000,584.099130135,7.853981634,5.118064166,6.486022900,322.049565067,322.049565067,0.000000000,115.278719967,244.721280033,0.137880075
2025-11-18,60.000000000,582.096629637,7.853981634,4.855937464,6.354959549,321.048314818,321.048314818,0.000000000,115.616662986,244.383337014,0.134316392
2025-11-19,60.000000000,580.134715216,7.853981634,4.599123467,6.226552550,320.067357608,320.067357608,0.000000000,115.946892852,244.053107148,0.130712792
2025-11-20,60.000000000,578.214726850,7.853981634,4.347797578,6.100889606,319.107363425,319.107363425,0.000000000,116.269236050,243.730763950,0.127069223
2025-11-21,60.000000000,576.338022030,7.853981634,4.102137491,5.978059563,318.169011015,318.169011015,0.000000000,116.583518092,243.416481908,0.123388568
2025-11-22,60.000000000,574.505955184,7.853981634,3.862320502,5.858151068,317.252977592,317.252977592,0.000000000,116.889567916,243.110432084,0.119670001
2025-11-23,60.000000000,572.719887400,7.853981634,3.628524776,5.741253205,316.359943700,316.359943700,0.000000000,117.187215031,242.812784969,0.115914255
2025-11-24,60.000000000,570.981168643,7.853981634,3.400927023,5.627454328,315.490584322,315.490584322,0.000000000,117.476290887,242.523709113,0.112123624
2025-11-25,60.000000000,569.291160901,7.853981634,3.179705526,5.516843580,314.645580451,314.645580451,0.000000000,117.756629144,242.243370856,0.108297505
2025-11-26,60.000000000,567.651207342,7.853981634,2.965036108,5.409508871,313.825603671,313.825603671,0.000000000,118.028065681,241.971934319,0.104438525
2025-11-27,60.000000000,566.062643087,7.853981634,2.757093533,5.305537583,313.031321543,313.031321543,0.000000000,118.290440559,241.709559441,0.100546704
2025-11-28,60.000000000,564.526779090,7.853981634,2.556049406,5.205015520,312.263389545,312.263389545,0.000000000,118.543597416,241.456402584,0.096623643
2025-11-29,60.000000000,563.044903121,7.853981634,2.362072295,5.108026964,311.522451560,311.522451560,0.000000000,118.787384291,241.212615709,0.092671579
2025-11-30,60.000000000,561.618281879,7.853981634,2.175328011,5.014654823,310.809140940,310.809140940,0.000000000,119.021653804,240.978346196,0.088692789
2025-12-01,60.000000000,560.248130069,7.853981634,1.995975559,4.924978596,310.124065035,310.124065035,0.000000000,119.246266659,240.753733341,0.084688771
2025-12-02,60.000000000,558.935617178,7.853981634,1.824168023,4.839074828,309.467808589,309.467808589,0.000000000,119.461090089,240.538909911,0.080661819
2025-12-03,60.000000000,557.681859406,7.853981634,1.660051514,4.757016574,308.840929703,308.840929703,0.000000000,119.665998405,240.334001595,0.076614595
2025-12-04,60.000000000,556.487953338,7.853981634,1.503769575,4.678875605,308.243976669,308.243976669,0.000000000,119.860871316,240.139128684,0.072545426
2025-12-05,60.000000000,555.354954462,7.853981634,1.355460369,4.604721002,307.677477231,307.677477231,0.000000000,120.045590778,239.954409222,0.068455508
2025-12-06,60.000000000,554.283922240,7.853981634,1.215262579,4.534622107,307.141961120,307.141961120,0.000000000,120.220038835,239.779961165,0.064344114
2025-12-07,60.000000000,553.275896586,7.853981634,1.083312330,4.468646982,306.637948293,306.637948293,0.000000000,120.384098579,239.615901421,0.060209698
2025-12-08,60.000000000,552.331902805,7.853981634,0.959743833,4.406862733,306.165951403,306.165951403,0.000000000,120.537653412,239.462346588,0.056051675
2025-12-09,60.000000000,551.452929176,7.853981634,0.844686454,4.349334044,305.726464588,305.726464588,0.000000000,120.680588762,239.319411238,0.051872455
2025-12-10,60.000000000,550.639908678,7.853981634,0.738262320,4.296121977,305.319954339,305.319954339,0.000000000,120.812797850,239.187202150,0.047671295
2025-12-11,60.000000000,549.893722517,7.853981634,0.640586780,4.247284207,304.946861259,304.946861259,0.000000000,120.934178708,239.065821292,0.043450538
2025-12-12,60.000000000,549.215184347,7.853981634,0.551766341,4.202873987,304.607592173,304.607592173,0.000000000,121.044637142,238.955362858,0.039212755
2025-12-13,60.000000000,548.605039824,7.853981634,0.471898609,4.162940122,304.302519912,304.302519912,0.000000000,121.144088176,238.855911824,0.034958538
2025-12-14,60.000000000,548.063969870,7.853981634,0.401072718,4.127527176,304.031984935,304.031984935,0.000000000,121.232453722,238.767546278,0.030689609
2025-12-15,60.000000000,547.592577112,7.853981634,0.339367550,4.096674592,303.796288556,303.796288556,0.000000000,121.309664789,238.690335211,0.026407742
2025-12-16,60.000000000,547.191401848,7.853981634,0.286853831,4.070417733,303.595700924,303.595700924,0.000000000,121.375659221,238.624340779,0.022115669
2025-12-17,60.000000000,546.860904370,7.853981634,0.243591812,4.048786723,303.430452185,303.430452185,0.000000000,121.430384978,238.569615022,0.017814061
2025-12-18,60.000000000,546.601459944,7.853981634,0.209630616,4.031806125,303.300729972,303.300729972,0.000000000,121.473799023,238.526200977,0.013504057
2025-12-19,60.000000000,546.413373901,7.853981634,0.185010211,4.019495922,303.206686950,303.206686950,0.000000000,121.505865599,238.494134401,0.009188573
2025-12-20,60.000000000,546.296878123,7.853981634,0.169760949,4.011871292,303.148439062,303.148439062,0.000000000,121.526557803,238.473442197,0.004868617
2025-12-21,60.000000000,546.252108635,7.853981634,0.163900637,4.008941136,303.126054318,303.126054318,0.000000000,121.535858737,238.464141263,0.000545432
2025-12-22,60.000000000,546.279148167,7.853981634,0.167440104,4.010710869,303.139574084,303.139574084,0.000000000,121.533757477,238.466242523,-0.003779020
2025-12-23,60.000000000,546.377988405,7.853981634,0.180378260,4.017179947,303.188994202,303.188994202,0.000000000,121.520253697,238.479746303,-0.008104465
2025-12-24,60.000000000,546.548537596,7.853981634,0.202703097,4.028342366,303.274268798,303.274268798,0.000000000,121.495354006,238.504645994,-0.012427210
2025-12-25,60.000000000,546.790646847,7.853981634,0.234395124,4.044188379,303.395323423,303.395323423,0.000000000,121.459074155,238.540925845,-0.016747305
2025-12-26,60.000000000,547.104071243,7.853981634,0.275422282,4.064701958,303.552035622,303.552035622,0.000000000,121.411439385,238.588560615,-0.021063904
2025-12-27,60.000000000,547.488498957,7.853981634,0.325743752,4.089862693,303.744249479,303.744249479,0.000000000,121.352481563,238.647518437,-0.025373037
2025-12-28,60.000000000,547.943529747,7.853981634,0.385307143,4.119644388,303.971764873,303.971764873,0.000000000,121.282243794,238.717756206,-0.029673725
2025-12-29,60.000000000,548.468694894,7.853981634,0.454051100,4.154016367,304.234347447,304.234347447,0.000000000,121.200777380,238.799222620,-0.033964537
2025-12-30,60.000000000,549.063433485,7.853981634,0.531902199,4.192941917,304.531716743,304.531716743,0.000000000,121.108143601,238.891856399,-0.038243361
2025-12-31,60.000000000,549.727112796,7.853981634,0.618777618,4.236379626,304.863556398,304.863556398,0.000000000,121.004411524,238.995588476,-0.042507442
2025-01-01,75.000000000,550.641386243,9.817477042,0.738455732,5.277966387,312.820693122,312.820693122,0.000000000,120.861259153,239.138740847,-0.047817485
2025-01-02,75.000000000,551.457691704,9.817477042,0.845309867,5.331393455,313.228845852,313.228845852,0.000000000,120.732830223,239.267169777,-0.052065529
2025-01-03,75.000000000,552.340713901,9.817477042,0.960897203,5.389187123,313.670356950,313.670356950,0.000000000,120.593526331,239.406473669,-0.056299094
2025-01-04,75.000000000,553.289585280,9.817477042,1.085104176,5.451290609,314.144792640,314.144792640,0.000000000,120.443440488,239.556559512,-0.060514908
2025-01-05,75.000000000,554.303391178,9.817477042,1.217811057,5.517644050,314.651695589,314.651695589,0.000000000,120.282673661,239.717326339,-0.064712148
2025-01-06,75.000000000,555.381147705,9.817477042,1.358889057,5.588183050,315.190573852,315.190573852,0.000000000,120.111334683,239.888665317,-0.068888915
2025-01-07,75.000000000,556.521824459,9.817477042,1.508203295,5.662840169,315.760912229,315.760912229,0.000000000,119.929538748,240.070461252,-0.073042525
2025-01-08,75.000000000,557.724317975,9.817477042,1.665609328,5.741543185,316.362158987,316.362158987,0.000000000,119.737410719,240.262589281,-0.077172341
2025-01-09,75.000000000,558.987490321,9.817477042,1.830958201,5.824217622,316.993745160,316.993745160,0.000000000,119.535079977,240.464920023,-0.081276129
2025-01-10,75.000000000,560.310177059,9.817477042,2.004097491,5.910787267,317.655088530,317.655088530,0.000000000,119.322680411,240.677319589,-0.085353281
2025-01-11,75.000000000,561.691159015,9.817477042,2.184867606,6.001172324,318.345579508,318.345579508,0.000000000,119.100351941,240.899648059,-0.089404423
2025-01-12,75.000000000,563.129228653,9.817477042,2.373110481,6.095293762,319.064614327,319.064614327,0.000000000,118.868233385,241.131766615,-0.093429033
2025-01-13,75.000000000,564.623164396,9.817477042,2.568666213,6.193071628,319.811582198,319.811582198,0.000000000,118.626464805,241.373535195,-0.097427529
2025-01-14,75.000000000,566.171740617,9.817477042,2.771374366,6.294425704,320.585870308,320.585870308,0.000000000,118.375186940,241.624813060,-0.101400713
2025-01-15,75.000000000,567.773724259,9.817477042,2.981073534,6.399275288,321.386862130,321.386862130,0.000000000,118.114540927,241.885459073,-0.105348245
2025-01-16,75.000000000,569.427876263,9.817477042,3.197601525,6.507539284,322.213938132,322.213938132,0.000000000,117.844669257,242.155330743,-0.109269736
2025-01-17,75.000000000,571.132946436,9.817477042,3.420794689,6.619135866,323.066473218,323.066473218,0.000000000,117.565716160,242.434283840,-0.113163184
2025-01-18,75.000000000,572.887655990,9.817477042,3.650485633,6.733981338,323.943827995,323.943827995,0.000000000,117.277831679,242.722168321,-0.117029236
2025-01-19,75.000000000,574.690732572,9.817477042,3.886507805,6.851992424,324.845366286,324.845366286,0.000000000,116.981165708,243.018834292,-0.120864980
2025-01-20,75.000000000,576.540866637,9.817477042,4.128689788,6.973083415,325.770433319,325.770433319,0.000000000,116.675875258,243.324124742,-0.124670393
2025-01-21,75.000000000,578.436755765,9.817477042,4.376861095,7.097169069,326.718377883,326.718377883,0.000000000,116.362117886,243.637882114,-0.128442882
2025-01-22,75.000000000,580.377083904,9.817477042,4.630849454,7.224163248,327.688541952,327.688541952,0.000000000,116.040055176,243.959944824,-0.132180516
2025-01-23,75.000000000,582.360515811,9.817477042,4.890480084,7.353978563,328.680257906,328.680257906,0.000000000,115.709854070,244.290145930,-0.135883917
2025-01-24,75.000000000,584.385732987,9.817477042,5.155580392,7.486528717,329.692866493,329.692866493,0.000000000,115.371680984,244.628319016,-0.139550263
2025-01-25,75.000000000,586.451389185,9.817477042,5.425974156,7.621725599,330.725694593,330.725694593,0.000000000,115.025707215,244.974292785,-0.143177077
2025-01-26,75.000000000,588.556150224,9.817477042,5.701486732,7.759481887,331.778075112,331.778075112,0.000000000,114.672107716,245.327892284,-0.146765140
2025-01-27,75.000000000,590.698678556,9.817477042,5.981943035,7.899710039,332.849339278,332.849339278,0.000000000,114.311057857,245.688942143,-0.150311330
2025-01-28,75.000000000,592.877632433,9.817477042,6.267167430,8.042322236,333.938816217,333.938816217,0.000000000,113.942737315,246.057262685,-0.153814778
2025-01-29,75.000000000,595.091705483,9.817477042,6.556988915,8.187232979,335.045852742,335.045852742,0.000000000,113.567324493,246.432675507,-0.157274784
2025-01-30,75.000000000,597.339589286,9.817477042,6.851236216,8.334356629,336.169794643,336.169794643,0.000000000,113.184999916,246.815000084,-0.160691325
2025-01-31,75.000000000,599.620023134,9.817477042,7.149744309,8.483610676,337.310011567,337.310011567,0.000000000,112.795941129,247.204058871,-0.164063572
2025-02-01,75.000000000,601.931747946,9.817477042,7.452348379,8.634912711,338.465873973,338.465873973,0.000000000,112.400327013,247.599672987,-0.167391611
2025-02-02,75.000000000,604.273560165,9.817477042,7.758890882,8.788183962,339.636780083,339.636780083,0.000000000,111.998333208,248.001666792,-0.170674058
2025-02-03,75.000000000,606.644246060,9.817477042,8.069212940,8.943344991,340.822123030,340.822123030,0.000000000,111.590138122,248.409861878,-0.173910611
2025-02-04,75.000000000,609.042628977,9.817477042,8.383160530,9.100318786,342.021314489,342.021314489,0.000000000,111.175918825,248.824081175,-0.177100375
2025-02-05,75.000000000,611.467544851,9.817477042,8.700581275,9.259029159,343.233772425,343.233772425,0.000000000,110.755852901,249.244147099,-0.180242616
2025-02-06,75.000000000,613.917881083,9.817477042,9.021329538,9.419403290,344.458940541,344.458940541,0.000000000,110.330114833,249.669885167,-0.183337214
2025-02-07,75.000000000,616.392532169,9.817477042,9.345260608,9.581368825,345.696266084,345.696266084,0.000000000,109.898878849,250.101121151,-0.186384756
2025-02-08,75.000000000,618.890452410,9.817477042,9.672237603,9.744857323,346.945226205,346.945226205,0.000000000,109.462314023,250.537685977,-0.189386691
2025-02-09,75.000000000,621.410636610,9.817477042,10.002128943,9.909802993,348.205318305,348.205318305,0.000000000,109.020584572,250.979415428,-0.192343444
2025-02-10,75.000000000,623.952127656,9.817477042,10.334809343,10.076143193,349.476063828,349.476063828,0.000000000,108.573850442,251.426149558,-0.195257437
2025-02-11,75.000000000,626.514001951,9.817477042,10.670157904,10.243817473,350.757000975,350.757000975,0.000000000,108.122266749,251.877733251,-0.198129103
2025-02-12,75.000000000,629.095386736,9.817477042,11.008060382,10.412768712,352.047693368,352.047693368,0.000000000,107.665983616,252.334016384,-0.200958626
2025-02-13,75.000000000,631.695441814,9.817477042,11.348406796,10.582941919,353.347720907,353.347720907,0.000000000,107.205148393,252.794851607,-0.203746472
2025-02-14,75.000000000,634.313337783,9.817477042,11.691088577,10.754282810,354.656668891,354.656668891,0.000000000,106.739907548,253.260092452,-0.206492543
2025-02-15,75.000000000,636.948289149,9.817477042,12.036002904,10.926739973,355.974144574,355.974144574,0.000000000,106.270404319,253.729595681,-0.209195716
2025-02-16,75.000000000,639.599520759,9.817477042,12.383048310,11.100262676,357.299760380,357.299760380,0.000000000,105.796782899,254.203217101,-0.211856534
2025-02-17,75.000000000,642.266273809,9.817477042,12.732125468,11.274801255,358.633136905,358.633136905,0.000000000,105.319185753,254.680814247,-0.214472046
2025-02-18,75.000000000,644.947805027,9.817477042,13.083137084,11.450307063,359.973902513,359.973902513,0.000000000,104.837757481,255.162242519,-0.217043636
2025-02-19,75.000000000,647.643389573,9.817477042,13.435988276,11.626732659,1.321694787,1.321694787,0.000000000,104.352640600,255.647359400,-0.219568444
2025-02-20,75.000000000,650.352308587,9.817477042,13.790584946,11.804030994,2.676154294,2.676154294,0.000000000,103.863979775,256.136020225,-0.222046506
2025-02-21,75.000000000,653.073874155,9.817477042,14.146837045,11.982157044,4.036937077,4.036937077,0.000000000,103.371917495,256.628082505,-0.224475583
2025-02-22,75.000000000,655.807381385,9.817477042,14.504652305,12.161064674,5.403690692,5.403690692,0.000000000,102.876599841,257.123400159,-0.226855121
2025-02-23,75.000000000,658.552159728,9.817477042,14.863942950,12.340709996,6.776079864,6.776079864,0.000000000,102.378171409,257.621828591,-0.229183573
2025-02-24,75.000000000,661.307530597,9.817477042,15.224620153,12.521048598,8.153765298,8.153765298,0.000000000,101.876778787,258.123221213,-0.231458878
2025-02-25,75.000000000,664.072817776,9.817477042,15.586595399,12.702036221,9.536408888,9.536408888,0.000000000,101.372570515,258.627429485,-0.233680373
2025-02-26,75.000000000,666.847372483,9.817477042,15.949783760,12.883630401,10.923686241,10.923686241,0.000000000,100.865694129,259.134305871,-0.235847611
2025-02-27,75.000000000,669.630561073,9.817477042,16.314102295,13.065789669,12.315280536,12.315280536,0.000000000,100.356296174,259.643703826,-0.237959177
2025-02-28,75.000000000,672.421764744,9.817477042,16.679470001,13.248473522,13.710882372,13.710882372,0.000000000,99.844522739,260.155477261,-0.240015738
2025-03-01,75.000000000,675.220398251,9.817477042,17.045810271,13.431643657,15.110199126,15.110199126,0.000000000,99.330516378,260.669483622,-0.242016549
2025-03-02,75.000000000,678.025900300,9.817477042,17.413049630,13.615263336,16.512950150,16.512950150,0.000000000,98.814418775,261.185581225,-0.243962034
2025-03-03,75.000000000,680.837713537,9.817477042,17.781115122,13.799296082,17.918856769,17.918856769,0.000000000,98.296370972,261.703629028,-0.245851840
2025-03-04,75.000000000,683.655310052,9.817477042,18.149937643,13.983707343,19.327655026,19.327655026,0.000000000,97.776511370,262.223488630,-0.247683868
2025-03-05,75.000000000,686.478167031,9.817477042,18.519448758,14.168462900,20.739083515,20.739083515,0.000000000,97.254979654,262.745020346,-0.249458117
2025-03-06,75.000000000,689.305787154,9.817477042,18.889583366,14.353530204,22.152893577,22.152893577,0.000000000,96.731912964,263.268087036,-0.251174933
2025-03-07,75.000000000,692.137692181,9.817477042,19.260278868,14.538877955,23.568846091,23.568846091,0.000000000,96.207446737,263.792553263,-0.252836797
2025-03-08,75.000000000,694.973435353,9.817477042,19.631476781,14.724476912,24.986717677,24.986717677,0.000000000,95.681710062,264.318289938,-0.254443024
2025-03-09,75.000000000,697.812612565,9.817477042,20.003124209,14.910300626,26.406306282,26.406306282,0.000000000,95.154828044,264.845171956,-0.255996910
2025-03-10,75.000000000,700.654839616,9.817477042,20.375170860,15.096323951,27.827419808,27.827419808,0.000000000,94.626920187,265.373079813,-0.257498730
2025-03-11,75.000000000,703.499762253,9.817477042,20.747570362,15.282523702,29.249881126,29.249881126,0.000000000,94.098102199,265.901897801,-0.258950474
2025-03-12,75.000000000,706.347042944,9.817477042,21.120278533,15.468877788,30.673521472,30.673521472,0.000000000,93.568485615,266.431514385,-0.260352042
2025-03-13,75.000000000,709.196370449,9.817477042,21.493254631,15.655365837,32.098185225,32.098185225,0.000000000,93.038179090,266.961820910,-0.261704257
2025-03-14,75.000000000,712.047431282,9.817477042,21.866457622,15.841967332,33.523715641,33.523715641,0.000000000,92.507289718,267.492710282,-0.263006576
2025-03-15,75.000000000,714.899920116,9.817477042,22.239847537,16.028662290,34.949960058,34.949960058,0.000000000,91.975924396,268.024075604,-0.264259320
2025-03-16,75.000000000,717.753543758,9.817477042,22.613385998,16.215431520,36.376771879,36.376771879,0.000000000,91.444187588,268.555812412,-0.265460129
2025-03-17,75.000000000,720.607999793,9.817477042,22.987033419,16.402255231,37.803999896,37.803999896,0.000000000,90.912185907,269.087814093,-0.266608714
2025-03-18,75.000000000,723.462978588,9.817477042,23.360749270,16.589113156,39.231489294,39.231489294,0.000000000,90.380027025,269.619972975,-0.267704850
2025-03-19,75.000000000,726.318184527,9.817477042,23.734494853,16.775985948,40.659092263,40.659092263,-0.000000000,89.847817069,270.152182931,-0.268746272
2025-03-20,75.000000000,729.173295917,9.817477042,24.108228060,16.962852551,42.086647959,42.086647959,0.000000000,89.315665055,270.684334945,-0.269731203
2025-03-21,75.000000000,732.027981856,9.817477042,24.481905576,17.149691309,43.513990928,43.513990928,0.000000000,88.783682167,271.216317833,-0.270658880
2025-03-22,75.000000000,734.881922528,9.817477042,24.855485536,17.336481289,44.940961264,44.940961264,0.000000000,88.251978715,271.748021285,-0.271527284
2025-03-23,75.000000000,737.734749290,9.817477042,25.228919686,17.523198364,46.367374645,46.367374645,0.000000000,87.720669648,272.279330352,-0.272333407
2025-03-24,75.000000000,740.586103856,9.817477042,25.602161126,17.709819084,47.793051928,47.793051928,0.000000000,87.189871470,272.810128530,-0.273076799
2025-03-25,75.000000000,743.435600985,9.817477042,25.975159428,17.896318235,49.217800492,49.217800492,-0.000000000,86.659702467,273.340297533,-0.273754050
2025-03-26,75.000000000,746.282832634,9.817477042,26.347861179,18.082669111,50.641416317,50.641416317,0.000000000,86.130285014,273.869714986,-0.274363982
2025-03-27,75.000000000,749.127393203,9.817477042,26.720213287,18.268845165,52.063696601,52.063696601,0.000000000,85.601741164,274.398258836,-0.274905178
2025-03-28,75.000000000,751.968872526,9.817477042,27.092162060,18.454819551,53.484436263,53.484436263,0.000000000,85.074193697,274.925806303,-0.275377505
2025-03-29,75.000000000,754.806851683,9.817477042,27.463652663,18.640564853,54.903425841,54.903425841,0.000000000,84.547764782,275.452235218,-0.275779731
2025-03-30,75.000000000,757.640928157,9.817477042,27.834632406,18.826054724,56.320464078,56.320464078,0.000000000,84.022575505,275.977424495,-0.276112690
2025-03-31,75.000000000,760.470678993,9.817477042,28.205045925,19.011261483,57.735339496,57.735339496,-0.000000000,83.498746817,276.501253183,-0.276373346
2025-04-01,75.000000000,763.295683000,9.817477042,28.574838084,19.196157563,59.147841500,59.147841500,0.000000000,82.976400838,277.023599162,-0.276561289
2025-04-02,75.000000000,766.115503285,9.817477042,28.943951696,19.380714369,60.557751643,60.557751642,-0.000000000,82.455661538,277.544338462,-0.276675445
2025-04-03,75.000000000,768.929691067,9.817477042,29.312328016,19.564902529,61.964845534,61.964845534,0.000000000,81.936652673,278.063347327,-0.276713862
2025-04-04,75.000000000,771.737811258,9.817477042,29.679910089,19.748693566,63.368905629,63.368905629,0.000000000,81.419497108,278.580502892,-0.276677746
2025-04-05,75.000000000,774.539426418,9.817477042,30.046640656,19.932058849,64.769713209,64.769713209,0.000000000,80.904315628,279.095684372,-0.276568168
2025-04-06,75.000000000,777.334108134,9.817477042,30.412463637,20.114970340,66.167054067,66.167054067,0.000000000,80.391225279,279.608774721,-0.276386273
2025-04-07,75.000000000,780.121448712,9.817477042,30.777325666,20.297401354,67.560724356,67.560724356,0.000000000,79.880338831,280.119661169,-0.276133854
2025-04-08,75.000000000,782.901044907,9.817477042,31.141173957,20.479325500,68.950522454,68.950522454,0.000000000,79.371764889,280.628235111,-0.275810530
2025-04-09,75.000000000,785.672485320,9.817477042,31.503954658,20.660715850,70.336242660,70.336242660,-0.000000000,78.865611512,281.134388488,-0.275417565
2025-04-10,75.000000000,788.435349468,9.817477042,31.865612730,20.841544886,71.717674734,71.717674734,-0.000000000,78.361984556,281.638015444,-0.274953881
2025-04-11,75.000000000,791.189233600,9.817477042,32.226095320,21.021786181,73.094616800,73.094616800,0.000000000,77.860987267,282.139012733,-0.274418996
2025-04-12,75.000000000,793.933697064,9.817477042,32.585344747,21.201410895,74.466848532,74.466848532,0.000000000,77.362725813,282.637274187,-0.273813541
2025-04-13,75.000000000,796.668285881,9.817477042,32.943301586,21.380389314,75.834142940,75.834142940,0.000000000,76.867304681,283.132695319,-0.273133654
2025-04-14,75.000000000,799.392541881,9.817477042,33.299905863,21.558691453,77.196270941,77.196270940,-0.000000000,76.374830528,283.625169472,-0.272379986
2025-04-15,75.000000000,802.105973910,9.817477042,33.655093285,21.736285164,78.552986955,78.552986955,0.000000000,75.885411255,284.114588745,-0.271550175
2025-04-16,75.000000000,804.808070754,9.817477042,34.008796934,21.913136988,79.904035377,79.904035377,0.000000000,75.399156386,284.600843614,-0.270641806
2025-04-17,75.000000000,807.498295100,9.817477042,34.360946478,22.089211760,81.249147550,81.249147550,0.000000000,74.916177625,285.083822375,-0.269652031
2025-04-18,75.000000000,810.176077470,9.817477042,34.711467370,22.264472206,82.588038735,82.588038735,0.000000000,74.436590842,285.563409158,-0.268580620
2025-04-19,75.000000000,812.840825593,9.817477042,35.060282084,22.438879563,83.920412796,83.920412796,0.000000000,73.960512444,286.039487556,-0.267424157
2025-04-20,75.000000000,815.491902906,9.817477042,35.407307293,22.612392168,85.245951453,85.245951453,0.000000000,73.488063111,286.511936889,-0.266179284
2025-04-21,75.000000000,818.128641707,9.817477042,35.752455595,22.784966319,86.564320854,86.564320854,0.000000000,73.019367364,286.980632636,-0.264844423
2025-04-22,75.000000000,820.750339174,9.817477042,36.095634991,22.956556017,87.875169587,87.875169587,0.000000000,72.554551628,287.445448372,-0.263414792
2025-04-23,75.000000000,823.356249038,9.817477042,36.436747794,23.127112418,89.178124519,89.178124519,0.000000000,72.093748656,287.906251344,-0.261890224
2025-04-24,75.000000000,825.945606485,9.817477042,36.775693891,23.296585467,90.472803242,90.472803242,0.000000000,71.637090850,288.362909150,-0.260267560
2025-04-25,75.000000000,828.517614562,9.817477042,37.112368961,23.464923002,91.758807281,91.758807281,0.000000000,71.184713541,288.815286459,-0.258545741
2025-04-26,75.000000000,831.071476734,9.817477042,37.446668738,23.632072890,93.035738367,93.035738367,0.000000000,70.736751272,289.263248728,-0.256725620
2025-04-27,75.000000000,833.606363911,9.817477042,37.778484693,23.797980868,94.303181956,94.303181956,0.000000000,70.293338497,289.706661503,-0.254804942
2025-04-28,75.000000000,836.121448208,9.817477042,38.107708458,23.962592750,95.560724104,95.560724104,0.000000000,69.854609769,290.145390231,-0.252783765
2025-04-29,75.000000000,838.615859062,9.817477042,38.434226075,24.125851559,96.807929531,96.807929531,0.000000000,69.420701261,290.579298739,-0.250658683
2025-04-30,75.000000000,841.088724481,9.817477042,38.757923402,24.287700222,98.044362240,98.044362240,0.000000000,68.991750225,291.008249775,-0.248427629
2025-05-01,75.000000000,843.539122717,9.817477042,39.078679781,24.448078412,99.269561359,99.269561359,0.000000000,68.567898357,291.432101643,-0.246089791
2025-05-02,75.000000000,845.966130973,9.817477042,39.396374419,24.606925730,100.483065486,100.483065486,0.000000000,68.149286870,291.850713130,-0.243644539
2025-05-03,75.000000000,848.368817332,9.817477042,39.710885327,24.764181185,101.684408666,101.684408666,0.000000000,67.736056374,292.263943626,-0.241093730
2025-05-04,75.000000000,850.746245262,9.817477042,40.022089916,24.919783479,102.873122631,102.873122631,0.000000000,67.328343407,292.671656593,-0.238436295
2025-05-05,75.000000000,853.097478239,9.817477042,40.329865593,25.073671318,104.048739119,104.048739119,0.000000000,66.926283639,293.073716361,-0.235675086
2025-05-06,75.000000000,855.421600198,9.817477042,40.634092446,25.225784744,105.210800099,105.210800099,0.000000000,66.530006313,293.469993687,-0.232810397
2025-05-07,75.000000000,857.717662618,9.817477042,40.934646314,25.376061678,106.358831309,106.358831309,0.000000000,66.139642036,293.860357964,-0.229845062
2025-05-08,75.000000000,859.984726812,9.817477042,41.231404323,25.524440683,107.492363406,107.492363406,0.000000000,65.755315620,294.244684380,-0.226776190
2025-05-09,75.000000000,862.221837986,9.817477042,41.524241491,25.670859267,108.610918993,108.610918993,-0.000000000,65.377153536,294.622846464,-0.223605139
2025-05-10,75.000000000,864.428023108,9.817477042,41.813030448,25.815253745,109.714011554,109.714011554,0.000000000,65.005281260,294.994718740,-0.220331877
2025-05-11,75.000000000,866.602308681,9.817477042,42.097643764,25.957560403,110.801154340,110.801154341,0.000000000,64.639822917,295.360177083,-0.216955623
2025-05-12,75.000000000,868.743693120,9.817477042,42.377950331,26.097713687,111.871846560,111.871846560,0.000000000,64.280904341,295.719095659,-0.213476385
2025-05-13,75.000000000,870.851156974,9.817477042,42.653816705,26.235646874,112.925578487,112.925578487,0.000000000,63.928650939,296.071349061,-0.209891808
2025-05-14,75.000000000,872.923672895,9.817477042,42.925108404,26.371292723,113.961836447,113.961836447,0.000000000,63.583189335,296.416810665,-0.206202110
2025-05-15,75.000000000,874.960177855,9.817477042,43.191686280,26.504581661,114.980088927,114.980088927,0.000000000,63.244647922,296.755352078,-0.202405447
2025-05-16,75.000000000,876.959595592,9.817477042,43.453409450,26.635443246,115.979797796,115.979797796,0.000000000,62.913156006,297.086843994,-0.198500667
2025-05-17,75.000000000,878.920836602,9.817477042,43.710135298,26.763806170,116.960418301,116.960418301,0.000000000,62.588844059,297.411155941,-0.194486758
2025-05-18,75.000000000,880.842763840,9.817477042,43.961714985,26.889596014,117.921381920,117.921381920,0.000000000,62.271846151,297.728153849,-0.190363069
