day_coordinate,cam_angle_deg,pitch_radius_mm,surface_x_mm,surface_y_mm,surface_radius_mm,pressure_angle_deg,pitch_curvature_radius_mm
21.798611111,21.500000000,52.804497330,41.167968145,18.576798012,45.165241343,15.932729103,72.997811625
21.925347222,21.625000000,52.837428363,41.157529032,18.682990824,45.199517057,15.963579764,72.875420506
22.052083333,21.750000000,52.870446871,41.146909164,18.789226910,45.233872061,15.994198883,72.751702142
22.178819444,21.875000000,52.903552502,41.136107997,18.895505326,45.268305719,16.024581331,72.625642003
22.305555556,22.000000000,52.936744896,41.125124920,19.001825727,45.302817580,16.054726354,72.500724667
22.432291667,22.125000000,52.970023693,41.113959305,19.108187953,45.337407255,16.084634533,72.376938938
22.559027778,22.250000000,53.003388533,41.102610523,19.214591836,45.372074354,16.114306446,72.254273746
22.685763889,22.375000000,53.036839054,41.091077944,19.321037205,45.406818489,16.143742674,72.132718143
22.812500000,22.500000000,53.070374896,41.079360942,19.427523887,45.441639273,16.172943799,72.012261304
22.939236111,22.625000000,53.103995699,41.067458888,19.534051703,45.476536318,16.201910401,71.892892524
23.065972222,22.750000000,53.137701101,41.055371145,19.640620551,45.511509264,16.230643651,71.776285497
23.192708333,22.875000000,53.171490748,41.043097039,19.747230697,45.546557880,16.259147384,71.662269975
23.319444444,23.000000000,53.205364287,41.030635940,19.853882022,45.581681814,16.287422668,71.549276292
23.446180556,23.125000000,53.239321369,41.017987228,19.960574331,45.616880690,16.315470071,71.437294745
23.572916667,23.250000000,53.273361641,41.005150282,20.067307428,45.652154134,16.343290161,71.326315733
23.699652778,23.375000000,53.307484752,40.992124484,20.174081110,45.687501774,16.370883509,71.216329758
23.826388889,23.500000000,53.341690353,40.978909213,20.280895172,45.722923236,16.398250684,71.107327424
23.953125000,23.625000000,53.375978090,40.965503851,20.387749404,45.758418149,16.425392256,70.999299435
24.079861111,23.750000000,53.410347614,40.951907783,20.494643565,45.793986133,16.452308588,70.891763763
24.206597222,23.875000000,53.444798572,40.938120403,20.601577330,45.829626778,16.478999490,70.784912999
24.333333333,24.000000000,53.479330610,40.924141094,20.708550468,45.865339711,16.505465466,70.679017016
24.460069444,24.125000000,53.513943375,40.909969238,20.815562752,45.901124558,16.531707089,70.574066793
24.586805556,24.250000000,53.548636514,40.895604215,20.922613953,45.936980949,16.557724934,70.470053404
24.713541667,24.375000000,53.583409673,40.881045410,21.029703837,45.972908514,16.583519576,70.366968017
24.840277778,24.500000000,53.618262499,40.866292204,21.136832165,46.008906882,16.609091589,70.264801894
24.967013889,24.625000000,53.653194638,40.851343982,21.243998694,46.044975683,16.634441547,70.163546390
25.093750000,24.750000000,53.688205737,40.836200141,21.351203083,46.081114517,16.659569327,70.061869526
25.220486111,24.875000000,53.723295438,40.820860099,21.458444836,46.117322927,16.684473739,69.960636398
25.347222222,25.000000000,53.758463383,40.805323239,21.565723684,46.153600538,16.709155280,69.860306395
25.473958333,25.125000000,53.793709212,40.789588943,21.673039370,46.189946976,16.733614533,69.760870966
25.600694444,25.250000000,53.829032566,40.773656595,21.780391629,46.226361869,16.757852081,69.662321648
25.727430556,25.375000000,53.864433086,40.757525579,21.887780193,46.262844844,16.781868506,69.564650071
25.854166667,25.500000000,53.899910414,40.741195279,21.995204792,46.299395532,16.805664393,69.467847953
25.980902778,25.625000000,53.935464189,40.724665082,22.102665150,46.336013561,16.829240323,69.371907098
26.107638889,25.750000000,53.971094055,40.707934311,22.210161394,46.372698703,16.852599833,69.281556394
26.234375000,25.875000000,54.006799666,40.691002251,22.317693956,46.409450844,16.875748636,69.192841411
26.361111111,26.000000000,54.042580682,40.673868298,22.425262561,46.446269638,16.898687378,69.104910463
26.487847222,26.125000000,54.078436762,40.656531854,22.532866924,46.483154735,16.921416614,69.017756469
26.614583333,26.250000000,54.114367565,40.638992316,22.640506750,46.520105786,16.943936897,68.931372422
26.741319444,26.375000000,54.150372751,40.621249088,22.748181743,46.557122442,16.966248781,68.845751382
26.868055556,26.500000000,54.186451979,40.603301569,22.855891603,46.594204353,16.988352819,68.760886482
26.994791667,26.625000000,54.222604908,40.585149164,22.963636027,46.631351173,17.010249563,68.676770921
27.121527778,26.750000000,54.258831196,40.566791329,23.071414376,46.668562438,17.031937189,68.590110290
27.248263889,26.875000000,54.295130492,40.548227528,23.179225955,46.705837660,17.053413472,68.504075838
27.375000000,27.000000000,54.331502444,40.529457160,23.287070442,46.743176480,17.074678975,68.418802072
27.501736111,27.125000000,54.367946701,40.510479623,23.394947517,46.780578540,17.095734268,68.334282011
27.628472222,27.250000000,54.404462909,40.491294317,23.502856852,46.818043484,17.116579919,68.250508747
27.755208333,27.375000000,54.441050716,40.471900643,23.610798116,46.855570954,17.137216495,68.167475440
