day_coordinate,cam_angle_deg,pitch_radius_mm,surface_x_mm,surface_y_mm,surface_radius_mm,pressure_angle_deg,pitch_curvature_radius_mm
15.715277778,15.500000000,91.852239429,81.125324837,21.473543045,83.919195544,7.088656235,74.494595677
15.842013889,15.625000000,91.827269350,81.055870682,21.639853218,83.894799715,7.118948502,74.498970930
15.968750000,15.750000000,91.802198591,80.985980025,21.805941421,83.870304888,7.149199684,74.503254360
16.095486111,15.875000000,91.777027370,80.915653794,21.971806293,83.845711284,7.179410528,74.506560191
16.222222222,16.000000000,91.751755899,80.844892966,22.137446346,83.821019138,7.209582764,74.509483614
16.348958333,16.125000000,91.726384386,80.773698436,22.302860302,83.796228654,7.239716519,74.512314618
16.475694444,16.250000000,91.700913040,80.702071096,22.468046899,83.771340032,7.269811845,74.515053381
16.602430556,16.375000000,91.675342071,80.630011846,22.633004875,83.746353472,7.299868791,74.517700082
16.729166667,16.500000000,91.649671688,80.557521584,22.797732975,83.721269177,7.329887410,74.520254899
16.855902778,16.625000000,91.623902100,80.484601217,22.962229945,83.696087347,7.359867752,74.522718011
16.982638889,16.750000000,91.598033515,80.411251652,23.126494539,83.670808182,7.389809866,74.525089598
17.109375000,16.875000000,91.572066145,80.337473690,23.290525761,83.645431848,7.419711839,74.529560203
17.236111111,17.000000000,91.546000213,80.263268069,23.454322789,83.619958495,7.449570456,74.534289695
17.362847222,17.125000000,91.519835946,80.188635719,23.617884396,83.594388339,7.479385713,74.538930771
17.489583333,17.250000000,91.493573573,80.113577573,23.781209353,83.568721600,7.509157655,74.543483630
17.616319444,17.375000000,91.467213320,80.038094570,23.944296434,83.542958495,7.538886326,74.547948474
17.743055556,17.500000000,91.440755417,79.962187653,24.107144418,83.517099244,7.568571770,74.552325504
17.869791667,17.625000000,91.414200090,79.885857765,24.269752089,83.491144066,7.598214030,74.556614923
17.996527778,17.750000000,91.387547568,79.809105857,24.432118233,83.465093177,7.627813150,74.560816931
18.123263889,17.875000000,91.360798076,79.731932922,24.594241553,83.438946812,7.657369876,74.564232382
18.250000000,18.000000000,91.333951839,79.654339960,24.756120743,83.412705199,7.686885037,74.567540385
18.376736111,18.125000000,91.307009079,79.576327926,24.917754602,83.386368554,7.716358677,74.570760827
18.503472222,18.250000000,91.279970019,79.497897781,25.079141932,83.359937090,7.745790837,74.573893906
18.630208333,18.375000000,91.252834880,79.419050485,25.240281540,83.333411020,7.775181561,74.576939821
18.756944444,18.500000000,91.225603886,79.339787006,25.401172235,83.306790558,7.804530889,74.579898771
